amount,location,device,time,is_fraud
4.41,Sydney,Tablet,2,0
13.93,Sydney,Mobile,1,0
116.24,Toronto,Unknown,12,0
28.61,Mumbai,Mobile,13,0
21.05,Dubai,Tablet,4,0
18.45,London,Unknown,8,0
56.27,Sydney,Desktop,4,1
90.8,Mumbai,Tablet,13,0
22.52,Paris,Unknown,9,0
52.17,London,Tablet,16,0
3.5,Tokyo,Tablet,14,0
65.32,Dubai,Tablet,7,0
14.06,Toronto,Mobile,22,0
154.47,Sydney,Unknown,14,1
8.43,Dubai,Desktop,1,0
398.09,London,Tablet,22,0
115.48,Dubai,Tablet,18,0
82.77,Paris,Desktop,16,0
98.93,Paris,Tablet,13,0
195.79,Dubai,Unknown,12,0
74.97,Mumbai,Desktop,16,0
13.81,Mumbai,Desktop,12,0
23.58,Dubai,Desktop,17,0
22.22,Dubai,Desktop,21,0
1.71,Tokyo,Mobile,10,0
49.86,Tokyo,Mobile,12,0
291.82,Dubai,Tablet,21,0
25.96,Mumbai,Unknown,16,0
35.26,Paris,Unknown,2,0
40.85,Sydney,Unknown,18,0
36.94,Tokyo,Desktop,4,0
44.18,Sydney,Unknown,19,0
68.26,Dubai,Mobile,4,1
12.25,London,Tablet,12,0
32.01,Dubai,Desktop,22,0
73.67,London,Unknown,22,0
57.39,Toronto,Tablet,2,1
138.11,London,Mobile,14,1
120.37,Dubai,Tablet,18,0
54.55,New York,Desktop,17,0
34.08,Paris,Unknown,1,0
51.08,New York,Mobile,17,0
142.07,Sydney,Desktop,14,0
39.72,London,Desktop,0,0
13.88,New York,Unknown,9,0
1844.98,Dubai,Mobile,23,1
20.18,Mumbai,Desktop,3,0
26.39,Mumbai,Unknown,20,0
770.96,London,Tablet,22,0
9.51,New York,Mobile,6,0
51.91,London,Unknown,2,1
14.51,Mumbai,Tablet,9,0
26.29,Toronto,Tablet,12,0
3.7,Tokyo,Desktop,9,0
26.13,Mumbai,Mobile,5,0
15.96,Toronto,Unknown,11,0
35.59,Sydney,Mobile,17,0
36.63,Toronto,Tablet,4,0
7.98,London,Mobile,19,0
26.39,Dubai,Tablet,13,0
17.88,Toronto,Desktop,7,0
10.49,Toronto,Mobile,15,0
34.86,London,Desktop,22,0
75.13,Dubai,Mobile,14,0
10.13,Paris,Desktop,21,0
821.42,Toronto,Unknown,15,1
16.98,Paris,Unknown,14,0
17.29,London,Desktop,16,0
52.7,Tokyo,Desktop,5,0
24.25,New York,Unknown,20,0
30.5,New York,Tablet,4,0
61.52,Dubai,Mobile,0,0
957.99,Sydney,Unknown,3,1
25.46,New York,Desktop,13,0
51.02,Mumbai,Desktop,19,0
21.33,Dubai,Mobile,3,0
97.98,New York,Desktop,23,0
11.05,New York,Desktop,5,0
34.84,Sydney,Unknown,10,0
21.79,New York,Mobile,21,0
9.8,Tokyo,Unknown,17,0
7.94,Sydney,Tablet,13,0
57.93,Sydney,Unknown,10,0
59.39,Sydney,Desktop,13,0
21.41,London,Desktop,23,0
31.61,Mumbai,Mobile,21,0
51.61,Toronto,Desktop,19,0
91.59,Sydney,Desktop,11,0
67.57,New York,Tablet,12,1
464.15,New York,Tablet,4,1
12.16,Tokyo,Tablet,15,0
45.62,Tokyo,Desktop,0,0
24.1,Dubai,Desktop,8,0
28.66,Mumbai,Tablet,14,0
17.25,Toronto,Tablet,1,0
53.96,Toronto,Tablet,9,0
25.13,London,Tablet,6,0
14.83,London,Mobile,15,0
162.56,Tokyo,Unknown,18,0
887.98,Sydney,Unknown,19,1
12.31,Mumbai,Desktop,14,0
9.99,Tokyo,Tablet,13,0
15.03,Mumbai,Desktop,21,0
55.75,Dubai,Desktop,21,0
8.47,Mumbai,Unknown,12,0
34.63,Paris,Mobile,8,0
370.07,London,Unknown,21,0
34.05,New York,Desktop,13,0
72.77,London,Desktop,8,0
53.94,Paris,Desktop,4,0
24.95,Tokyo,Tablet,21,0
121.02,Tokyo,Desktop,19,0
1590.71,Dubai,Mobile,16,1
17.75,Mumbai,Tablet,18,0
26.33,Dubai,Mobile,2,0
63.62,Sydney,Desktop,0,0
47.22,Dubai,Desktop,12,0
727.73,Mumbai,Unknown,12,1
60.01,London,Unknown,20,0
10.27,New York,Mobile,16,0
26.09,New York,Tablet,8,0
16.13,Tokyo,Unknown,22,0
26.68,Toronto,Unknown,11,0
74.91,Dubai,Tablet,15,0
7.82,London,Mobile,10,0
86.54,Paris,Unknown,11,0
28.39,Mumbai,Mobile,11,0
27.36,Paris,Tablet,19,0
15.6,London,Desktop,20,0
354.11,Toronto,Mobile,4,1
18.97,Dubai,Tablet,23,0
27.68,Toronto,Desktop,11,0
52.99,Toronto,Tablet,9,1
54.48,Dubai,Mobile,23,0
74.41,Mumbai,Desktop,18,0
21.63,Paris,Unknown,13,0
23.46,Paris,Unknown,13,0
54.09,Sydney,Tablet,19,0
81.56,Dubai,Unknown,2,0
99.07,Paris,Mobile,14,0
13.95,Toronto,Unknown,21,0
170.53,Paris,Mobile,20,1
45.31,Dubai,Desktop,19,0
4.43,Sydney,Mobile,14,0
55.97,Tokyo,Desktop,8,0
28.75,Paris,Desktop,5,0
44.33,Mumbai,Desktop,16,0
46.32,Paris,Unknown,22,0
216.41,Mumbai,Unknown,4,0
33.43,London,Tablet,15,0
85.56,New York,Mobile,11,0
122.94,Toronto,Desktop,1,0
253.14,London,Tablet,22,0
144.23,Sydney,Tablet,23,0
56.11,Dubai,Mobile,13,0
66.78,New York,Unknown,3,1
12.19,Paris,Desktop,9,0
83.31,London,Mobile,7,0
7.13,Paris,Tablet,15,0
373.93,Paris,Unknown,18,1
26.28,London,Unknown,14,0
218.42,New York,Unknown,3,1
4.86,Toronto,Unknown,15,0
60.13,Dubai,Desktop,17,0
24.57,Paris,Unknown,21,0
6.76,Paris,Mobile,23,0
82.52,Toronto,Unknown,23,0
184.87,Mumbai,Unknown,7,0
22.39,Toronto,Desktop,11,0
9.1,Paris,Tablet,18,0
38.78,Mumbai,Desktop,14,0
30.51,Tokyo,Tablet,17,0
186.32,Mumbai,Desktop,23,0
135.8,Dubai,Unknown,16,1
47.05,Tokyo,Desktop,2,0
24.24,Dubai,Desktop,22,0
45.55,London,Unknown,14,0
49.5,London,Desktop,13,0
312.38,Paris,Unknown,20,0
8.47,Tokyo,Tablet,14,0
6.59,Mumbai,Mobile,13,0
2.5,Sydney,Desktop,14,0
4.59,New York,Mobile,1,0
27.62,New York,Desktop,3,0
91.01,New York,Desktop,4,1
155.51,Toronto,Unknown,21,1
25.5,Sydney,Unknown,11,0
94.58,Sydney,Desktop,2,0
24.46,Paris,Desktop,0,0
44.21,Tokyo,Desktop,17,0
60.92,London,Unknown,11,1
39.01,London,Desktop,7,0
3.73,Sydney,Tablet,17,0
14.28,London,Tablet,9,0
108.82,Toronto,Desktop,9,0
29.78,Dubai,Tablet,18,0
99.8,Toronto,Mobile,11,0
93.98,London,Desktop,7,0
152.88,London,Tablet,17,0
329.37,Paris,Mobile,1,0
38.22,Paris,Unknown,21,0
15.73,Dubai,Desktop,1,0
1302.48,Dubai,Unknown,17,1
68.93,Toronto,Tablet,6,0
5.88,New York,Unknown,16,0
46.91,Sydney,Desktop,21,0
341.82,New York,Unknown,20,1
10.56,Paris,Tablet,7,0
369.18,Mumbai,Mobile,16,1
15.7,Toronto,Tablet,16,0
44.15,New York,Unknown,13,0
336.3,London,Desktop,2,1
17.03,Sydney,Desktop,23,0
12.7,New York,Mobile,2,0
20.96,Toronto,Mobile,12,0
42.03,Toronto,Unknown,22,0
8.62,Tokyo,Desktop,0,0
15.34,New York,Tablet,14,0
40.77,Sydney,Tablet,10,0
7.69,Paris,Desktop,9,0
78.9,Toronto,Unknown,0,0
117.33,Paris,Desktop,16,0
134.38,Dubai,Desktop,2,1
31.14,Mumbai,Mobile,10,0
8.89,Sydney,Mobile,11,0
22.6,Sydney,Tablet,0,0
60.17,Sydney,Mobile,0,0
17.1,Dubai,Desktop,23,0
21.57,Paris,Tablet,19,0
3.97,Toronto,Tablet,17,0
15.76,Dubai,Mobile,0,0
242.94,Mumbai,Unknown,18,0
61.13,Toronto,Unknown,13,0
836.6,Tokyo,Desktop,8,1
10.54,Paris,Desktop,3,0
273.48,London,Unknown,10,1
18.95,London,Unknown,13,0
26.03,Dubai,Desktop,14,0
82.93,Sydney,Tablet,1,0
37.96,Tokyo,Tablet,0,0
31.0,Toronto,Mobile,4,0
17.85,Mumbai,Unknown,6,0
24.59,Sydney,Tablet,15,0
10.45,Tokyo,Unknown,8,0
476.16,Toronto,Unknown,0,1
21.47,London,Mobile,13,0
345.73,New York,Desktop,18,0
102.07,New York,Unknown,2,0
9.05,Toronto,Unknown,10,0
209.0,Toronto,Desktop,9,0
157.87,Dubai,Desktop,7,0
57.04,London,Tablet,4,0
145.75,Sydney,Tablet,5,0
42.1,Sydney,Tablet,23,0
79.99,London,Desktop,17,0
104.01,Sydney,Tablet,23,0
52.78,New York,Desktop,11,0
29.3,Toronto,Mobile,18,0
101.84,Dubai,Mobile,21,0
52.96,Tokyo,Unknown,17,0
319.01,Dubai,Desktop,0,0
106.82,Paris,Desktop,5,0
36.43,New York,Mobile,9,0
52.25,Paris,Mobile,3,0
8.81,Sydney,Tablet,8,0
46.56,New York,Unknown,7,0
30.39,Tokyo,Mobile,18,0
48.31,Toronto,Tablet,5,0
22.47,Dubai,Desktop,7,0
30.96,Sydney,Unknown,9,0
22.67,Mumbai,Mobile,8,0
15.41,New York,Mobile,11,0
13.37,Dubai,Tablet,10,0
69.03,Toronto,Unknown,2,0
87.07,London,Tablet,0,0
64.7,Mumbai,Mobile,18,0
605.43,Dubai,Unknown,7,1
27.81,Dubai,Unknown,2,0
17.18,Sydney,Tablet,23,0
6.37,Mumbai,Tablet,13,0
8.15,Sydney,Tablet,19,0
11.11,Tokyo,Unknown,13,0
77.99,Mumbai,Tablet,14,0
14.96,Sydney,Unknown,5,0
6.08,Paris,Unknown,12,0
29.73,New York,Unknown,21,0
8.01,Sydney,Tablet,17,0
7.06,London,Unknown,14,0
123.3,Dubai,Desktop,3,0
27.56,Tokyo,Mobile,10,0
11.1,Toronto,Mobile,20,0
50.07,Tokyo,Mobile,11,0
52.64,New York,Mobile,11,0
20.65,Dubai,Mobile,8,0
17.15,Sydney,Mobile,3,0
26.17,New York,Desktop,13,0
16.37,Sydney,Mobile,23,0
17.26,Toronto,Mobile,3,0
376.37,New York,Mobile,3,1
8.24,Sydney,Mobile,13,0
294.65,London,Unknown,14,0
145.04,Dubai,Mobile,2,0
86.18,New York,Mobile,9,0
115.18,New York,Tablet,8,0
160.58,Toronto,Desktop,15,0
39.4,Paris,Desktop,12,0
24.65,New York,Mobile,16,0
651.45,Dubai,Unknown,1,1
183.1,Toronto,Desktop,0,0
31.95,London,Mobile,9,0
5.47,Toronto,Unknown,7,0
35.75,New York,Unknown,19,0
27.61,Mumbai,Desktop,14,0
14.68,Dubai,Unknown,15,0
22.39,London,Mobile,22,0
13.14,London,Mobile,19,0
156.25,New York,Tablet,4,0
208.45,New York,Tablet,8,0
12.25,Dubai,Tablet,11,0
45.79,Dubai,Desktop,2,0
20.32,London,Mobile,8,0
21.52,Tokyo,Unknown,23,0
44.54,Paris,Desktop,23,0
17.05,Sydney,Desktop,19,0
19.4,Paris,Tablet,7,0
20.11,Mumbai,Unknown,21,0
6.07,Tokyo,Mobile,17,0
10.51,New York,Mobile,8,0
4.77,Toronto,Tablet,17,0
55.33,New York,Unknown,18,0
19.11,Sydney,Unknown,11,0
195.56,London,Mobile,10,0
12.06,Sydney,Mobile,18,0
138.41,Toronto,Unknown,17,1
36.14,London,Mobile,21,0
117.56,Sydney,Desktop,11,0
160.25,Dubai,Tablet,1,0
64.74,Tokyo,Unknown,3,1
31.57,Mumbai,Desktop,0,0
32.45,Tokyo,Desktop,7,0
110.77,Paris,Desktop,20,0
22.99,Toronto,Tablet,7,0
26.21,Mumbai,Unknown,18,0
2.54,Dubai,Desktop,20,0
100.19,Toronto,Mobile,19,0
55.2,London,Desktop,15,0
10.39,Paris,Mobile,15,0
4.68,Dubai,Mobile,0,0
87.21,Sydney,Desktop,21,0
53.11,Mumbai,Desktop,6,0
139.54,Dubai,Unknown,10,0
32.85,Paris,Tablet,5,0
77.68,Toronto,Desktop,5,0
83.29,Dubai,Desktop,5,0
98.85,Mumbai,Desktop,2,0
117.74,Paris,Desktop,16,0
75.27,New York,Desktop,2,0
69.14,Paris,Tablet,8,0
12.2,New York,Desktop,2,0
56.41,Toronto,Mobile,0,0
783.27,Toronto,Tablet,18,1
21.79,London,Unknown,21,0
16.59,Mumbai,Desktop,23,0
5.29,Sydney,Mobile,20,0
10.33,Dubai,Desktop,15,0
14.7,Mumbai,Unknown,1,0
53.37,Paris,Tablet,1,0
20.05,Toronto,Desktop,0,0
174.07,Dubai,Desktop,20,0
364.96,Dubai,Tablet,8,0
111.96,London,Desktop,14,1
21.87,Tokyo,Desktop,10,0
98.29,Mumbai,Unknown,3,1
84.31,London,Mobile,5,0
108.63,Toronto,Unknown,2,0
56.32,Sydney,Unknown,19,0
36.08,Paris,Unknown,17,0
32.79,Tokyo,Desktop,5,0
17.46,Sydney,Unknown,13,0
128.78,Paris,Unknown,13,0
60.24,Paris,Desktop,17,0
60.49,New York,Desktop,6,0
113.13,Paris,Unknown,19,0
52.76,Paris,Unknown,9,0
85.8,Sydney,Mobile,11,0
4.17,Toronto,Tablet,15,0
64.96,London,Unknown,23,1
15.65,Paris,Tablet,19,0
24.34,Mumbai,Desktop,10,0
936.81,London,Unknown,13,1
34.04,Paris,Mobile,10,0
50.01,Paris,Desktop,6,0
77.51,London,Desktop,7,0
5.43,Sydney,Desktop,17,0
1832.19,Tokyo,Desktop,9,1
42.81,New York,Mobile,2,0
11.45,Dubai,Desktop,8,0
101.04,New York,Mobile,10,0
59.73,London,Tablet,22,1
21.83,Mumbai,Mobile,13,0
1773.05,New York,Unknown,7,1
27.99,Paris,Desktop,16,0
33.99,Tokyo,Mobile,10,0
41.7,Mumbai,Unknown,19,0
39.7,Sydney,Tablet,21,0
15.97,Tokyo,Mobile,14,0
114.72,London,Desktop,6,0
30.26,Mumbai,Unknown,3,0
120.94,London,Tablet,12,0
18.1,Sydney,Tablet,4,0
8.55,Sydney,Desktop,6,0
6.61,Toronto,Tablet,16,0
14.71,Toronto,Mobile,14,0
27.32,Paris,Desktop,2,0
463.0,Tokyo,Mobile,15,0
17.83,London,Mobile,14,0
68.14,New York,Unknown,1,0
30.02,Mumbai,Desktop,0,0
78.66,Tokyo,Desktop,23,0
15.0,Toronto,Unknown,6,0
46.02,Dubai,Tablet,13,0
36.47,Dubai,Unknown,17,0
1605.2,Tokyo,Desktop,19,1
10.55,Sydney,Unknown,23,0
8.59,Mumbai,Mobile,12,0
1078.63,London,Unknown,4,1
55.81,Paris,Unknown,22,0
35.19,Toronto,Unknown,11,0
156.2,New York,Desktop,0,0
24.7,Mumbai,Desktop,16,0
26.77,London,Unknown,11,0
95.73,Dubai,Mobile,19,0
27.56,Tokyo,Unknown,2,0
15.0,Sydney,Desktop,2,0
80.55,Mumbai,Mobile,21,0
118.71,Toronto,Mobile,17,0
15.96,Toronto,Desktop,10,0
35.83,New York,Desktop,13,0
6.4,Mumbai,Mobile,13,0
84.33,Dubai,Desktop,20,0
36.14,Mumbai,Unknown,11,0
215.46,New York,Desktop,3,1
34.28,Tokyo,Unknown,18,0
46.77,Paris,Desktop,0,0
255.96,Sydney,Mobile,9,0
8.02,Tokyo,Mobile,12,0
9.59,New York,Tablet,10,0
7.69,Toronto,Tablet,14,0
51.45,New York,Desktop,17,0
5.08,London,Tablet,23,0
13.41,Tokyo,Unknown,11,0
35.7,Dubai,Mobile,0,0
55.3,Tokyo,Unknown,4,1
37.37,New York,Mobile,14,0
66.58,New York,Mobile,5,0
27.15,Paris,Tablet,0,0
777.71,Paris,Tablet,3,1
8.81,Paris,Mobile,11,0
57.15,Mumbai,Mobile,21,0
41.29,Tokyo,Tablet,2,0
53.67,Sydney,Mobile,6,0
246.66,Sydney,Mobile,7,0
851.0,London,Unknown,21,1
107.55,Sydney,Unknown,12,0
5.24,Tokyo,Tablet,10,0
8.22,Toronto,Unknown,1,0
20.98,New York,Mobile,15,0
18.91,London,Unknown,13,0
351.31,London,Mobile,23,1
18.77,Mumbai,Mobile,13,0
17.58,New York,Unknown,13,0
71.46,Tokyo,Unknown,1,0
37.43,Toronto,Mobile,2,0
21.77,Paris,Unknown,13,0
83.38,New York,Mobile,17,1
748.56,London,Mobile,20,0
87.62,Paris,Unknown,1,0
31.96,Mumbai,Mobile,2,0
44.96,Paris,Desktop,14,0
1.72,Mumbai,Desktop,20,0
7.79,Tokyo,Mobile,14,0
8.76,Toronto,Mobile,18,0
13.58,London,Tablet,18,0
28.58,Toronto,Desktop,6,0
13.48,Toronto,Tablet,1,0
495.58,London,Desktop,2,1
13.39,Mumbai,Tablet,15,0
16.58,Toronto,Desktop,12,0
120.7,New York,Mobile,13,0
331.82,Dubai,Unknown,22,1
69.02,Dubai,Desktop,8,0
89.81,Tokyo,Tablet,3,0
190.74,Toronto,Unknown,4,1
14.37,Mumbai,Tablet,12,0
18.45,Sydney,Tablet,4,0
81.16,New York,Desktop,0,0
9.84,Sydney,Desktop,18,0
37.7,Paris,Desktop,7,0
7.05,Mumbai,Mobile,4,0
58.12,Toronto,Unknown,5,0
44.97,Mumbai,Tablet,13,0
71.16,Mumbai,Tablet,15,0
890.04,Mumbai,Tablet,3,1
23.83,Mumbai,Tablet,3,0
0.96,Toronto,Desktop,19,0
145.53,New York,Mobile,9,0
29.1,New York,Desktop,3,0
56.83,New York,Mobile,22,0
39.44,Toronto,Mobile,20,0
71.67,Tokyo,Tablet,2,0
135.67,Dubai,Tablet,15,0
7.52,Toronto,Mobile,9,0
53.82,Mumbai,Unknown,15,0
56.62,New York,Desktop,17,0
20.03,Sydney,Desktop,3,0
61.18,Sydney,Desktop,21,0
27.2,Tokyo,Mobile,3,0
91.4,Mumbai,Mobile,14,0
48.83,Tokyo,Unknown,11,0
34.01,Paris,Unknown,14,0
20.76,Dubai,Mobile,12,0
122.38,Mumbai,Mobile,9,0
9.86,Sydney,Unknown,20,0
1.76,Tokyo,Tablet,20,0
46.45,Tokyo,Tablet,6,0
16.71,New York,Desktop,17,0
266.22,London,Unknown,16,1
49.02,New York,Tablet,6,0
43.07,Paris,Tablet,22,0
83.29,Tokyo,Unknown,2,0
74.74,Dubai,Unknown,2,0
56.32,Mumbai,Unknown,22,1
5.53,Tokyo,Tablet,23,0
8.68,Toronto,Tablet,8,0
47.4,Dubai,Tablet,20,0
11.31,Dubai,Desktop,3,0
47.96,Dubai,Mobile,6,0
132.74,London,Unknown,19,0
6.12,Dubai,Tablet,22,0
35.35,Tokyo,Mobile,5,0
50.07,Mumbai,Mobile,9,0
28.0,Toronto,Tablet,6,0
68.58,London,Tablet,19,0
39.14,London,Tablet,10,0
132.18,New York,Tablet,18,0
63.33,New York,Unknown,7,1
5.57,Tokyo,Mobile,17,0
160.98,Toronto,Tablet,3,0
28.82,Mumbai,Desktop,10,0
54.75,Paris,Tablet,22,0
47.41,London,Desktop,14,0
92.95,Dubai,Tablet,17,0
109.74,Paris,Desktop,22,0
19.61,Dubai,Mobile,23,0
19.21,Paris,Desktop,10,0
17.69,Tokyo,Unknown,22,0
1496.19,London,Unknown,7,1
92.33,Sydney,Tablet,7,0
8.41,Sydney,Unknown,23,0
283.61,Sydney,Unknown,22,0
993.74,Toronto,Unknown,11,1
31.62,Dubai,Unknown,16,0
135.17,New York,Tablet,20,0
21.37,Mumbai,Desktop,7,0
25.79,Paris,Desktop,11,0
109.76,Paris,Unknown,19,0
30.58,New York,Tablet,16,0
2.13,Mumbai,Tablet,2,0
18.0,New York,Unknown,17,0
25.66,New York,Desktop,13,0
46.88,Mumbai,Mobile,17,0
145.45,Paris,Tablet,15,0
60.76,New York,Desktop,3,0
15.4,Paris,Tablet,15,0
76.61,Paris,Tablet,4,0
23.08,Dubai,Desktop,4,0
82.69,Tokyo,Mobile,2,1
434.11,Mumbai,Desktop,4,0
77.39,Dubai,Mobile,23,0
76.93,London,Tablet,9,0
931.61,Toronto,Unknown,1,1
105.74,Sydney,Unknown,1,0
114.72,Sydney,Desktop,23,0
73.74,Tokyo,Unknown,23,0
120.79,London,Tablet,4,0
19.25,Toronto,Unknown,19,0
95.79,New York,Mobile,4,0
126.21,New York,Desktop,9,1
35.54,Mumbai,Unknown,4,0
261.52,Mumbai,Unknown,20,1
138.35,London,Desktop,4,0
120.8,Dubai,Mobile,9,0
34.65,Sydney,Desktop,16,0
195.63,Mumbai,Mobile,18,0
74.74,Mumbai,Unknown,21,0
58.58,Paris,Mobile,8,0
79.02,New York,Unknown,8,1
73.02,New York,Desktop,22,0
174.42,Sydney,Unknown,15,1
59.21,Tokyo,Mobile,12,0
186.77,Tokyo,Desktop,9,0
48.05,Tokyo,Mobile,6,0
42.42,New York,Unknown,10,0
51.23,Tokyo,Desktop,19,0
125.4,Dubai,Tablet,13,0
138.58,London,Tablet,13,0
23.73,Sydney,Desktop,20,0
26.77,Dubai,Mobile,1,0
25.69,New York,Tablet,10,0
160.95,New York,Tablet,1,0
97.57,Mumbai,Desktop,6,0
497.49,Dubai,Unknown,12,1
217.89,Toronto,Desktop,13,0
2.65,Toronto,Tablet,13,0
20.87,Tokyo,Desktop,6,0
65.74,Paris,Desktop,6,0
206.5,Mumbai,Unknown,9,1
12.79,New York,Tablet,20,0
33.08,Sydney,Desktop,9,0
193.31,Paris,Mobile,4,0
41.09,New York,Tablet,23,0
117.55,Paris,Mobile,16,0
106.33,Toronto,Mobile,3,0
35.79,London,Tablet,17,0
17.8,Sydney,Tablet,22,0
19.17,Dubai,Tablet,10,0
87.71,Tokyo,Mobile,23,0
54.11,London,Mobile,7,0
360.73,Dubai,Desktop,20,0
22.46,New York,Desktop,5,0
264.71,Sydney,Tablet,17,0
65.96,New York,Tablet,20,0
20.24,Toronto,Unknown,16,0
43.81,London,Tablet,5,0
162.64,Tokyo,Desktop,21,0
8.81,Toronto,Mobile,5,0
173.95,Tokyo,Mobile,13,1
78.56,Paris,Mobile,9,0
78.31,Mumbai,Desktop,0,0
3.44,Tokyo,Tablet,10,0
53.4,Sydney,Unknown,16,0
390.09,Sydney,Tablet,16,1
12.24,Dubai,Unknown,14,0
82.4,Paris,Unknown,5,0
14.53,Sydney,Unknown,10,0
99.78,Tokyo,Tablet,4,1
93.98,Paris,Unknown,18,0
7.99,Sydney,Unknown,9,0
30.53,Toronto,Mobile,18,0
230.72,Paris,Unknown,12,1
65.55,Tokyo,Tablet,19,0
64.5,Paris,Mobile,17,0
4.86,Toronto,Tablet,9,0
1423.42,Paris,Desktop,8,1
81.81,Paris,Tablet,20,0
865.24,London,Unknown,17,1
1189.58,Dubai,Mobile,18,1
18.57,Dubai,Desktop,9,0
982.13,Paris,Tablet,2,1
21.25,Paris,Tablet,3,0
7.26,Sydney,Desktop,16,0
55.16,Toronto,Tablet,10,0
19.28,London,Desktop,19,0
41.0,Toronto,Tablet,22,0
67.69,New York,Unknown,8,0
26.68,London,Unknown,7,0
44.69,Sydney,Mobile,20,0
40.01,Paris,Mobile,3,0
34.54,New York,Mobile,20,0
148.22,Dubai,Desktop,0,0
70.84,Toronto,Mobile,10,0
19.3,Toronto,Mobile,15,0
33.21,Mumbai,Desktop,16,0
11.64,New York,Mobile,17,0
24.78,London,Mobile,12,0
1012.06,Dubai,Desktop,2,1
20.74,Toronto,Mobile,20,0
207.15,Toronto,Desktop,20,0
14.81,Tokyo,Unknown,12,0
7.57,Toronto,Desktop,6,0
117.05,Dubai,Mobile,16,0
11.16,Toronto,Desktop,23,0
23.29,Tokyo,Mobile,21,0
17.25,Tokyo,Unknown,5,0
16.17,Sydney,Desktop,7,0
28.06,Mumbai,Tablet,17,0
11.77,Dubai,Desktop,6,0
23.8,Tokyo,Desktop,15,0
27.77,Sydney,Mobile,21,0
21.54,Dubai,Tablet,23,0
73.05,Toronto,Desktop,7,0
141.65,Toronto,Unknown,10,0
8.75,Mumbai,Desktop,10,0
8.73,Toronto,Mobile,2,0
62.81,Paris,Unknown,10,0
46.88,Mumbai,Desktop,18,0
6.31,Tokyo,Mobile,11,0
13.23,Mumbai,Desktop,19,0
47.63,Mumbai,Tablet,7,0
24.48,London,Desktop,0,0
166.0,Tokyo,Tablet,2,0
18.91,New York,Desktop,10,0
17.59,Mumbai,Unknown,17,0
5.66,Sydney,Mobile,20,0
24.1,Sydney,Desktop,2,0
25.75,Mumbai,Unknown,4,0
17.02,Mumbai,Tablet,5,0
14.72,Toronto,Unknown,8,0
48.1,New York,Tablet,23,0
2.8,Mumbai,Mobile,8,0
65.85,Sydney,Desktop,15,0
172.3,New York,Tablet,10,0
1586.52,Paris,Tablet,2,1
15.01,Mumbai,Unknown,9,0
50.42,New York,Tablet,8,0
95.8,Paris,Tablet,6,0
76.5,Toronto,Unknown,15,0
7.44,Sydney,Desktop,10,0
6.5,Paris,Unknown,23,0
4.46,Paris,Mobile,3,0
28.94,Toronto,Unknown,2,0
40.28,Sydney,Mobile,18,0
18.54,New York,Mobile,14,0
183.01,Dubai,Tablet,3,1
97.53,London,Desktop,3,1
68.89,London,Mobile,4,1
434.54,Dubai,Tablet,7,1
133.37,Toronto,Desktop,9,0
27.65,Sydney,Tablet,12,0
29.13,Toronto,Mobile,12,0
110.84,Paris,Mobile,18,0
105.57,New York,Unknown,17,0
18.4,New York,Tablet,13,0
12.08,Paris,Mobile,3,0
736.64,Dubai,Unknown,20,1
26.21,Toronto,Mobile,21,0
44.57,New York,Desktop,8,0
15.35,Paris,Unknown,14,0
117.49,Dubai,Tablet,21,1
69.95,Paris,Tablet,17,0
99.39,Sydney,Desktop,12,1
16.36,New York,Mobile,22,0
17.49,Paris,Unknown,6,0
494.07,Paris,Unknown,15,1
21.6,Paris,Mobile,15,0
257.82,Sydney,Tablet,0,1
23.84,Toronto,Mobile,11,0
31.95,Tokyo,Mobile,19,0
98.95,Paris,Unknown,1,0
105.14,London,Unknown,20,1
66.17,Mumbai,Mobile,10,0
11.04,New York,Mobile,17,0
482.89,Paris,Unknown,1,1
72.78,Mumbai,Tablet,7,0
60.94,Tokyo,Mobile,21,0
51.24,Mumbai,Mobile,16,0
346.74,Toronto,Mobile,5,1
37.15,London,Unknown,23,0
45.21,Tokyo,Unknown,3,0
38.08,Dubai,Mobile,22,0
68.41,New York,Mobile,12,0
99.08,Paris,Mobile,17,0
100.54,Mumbai,Desktop,13,1
51.74,London,Mobile,5,0
11.06,Paris,Unknown,23,0
9.83,New York,Mobile,7,0
10.39,London,Desktop,5,0
11.45,Tokyo,Desktop,0,0
137.44,Mumbai,Desktop,4,1
12.97,Toronto,Unknown,13,0
471.38,London,Unknown,14,1
86.88,London,Desktop,10,0
47.48,Paris,Mobile,19,0
26.84,Paris,Desktop,1,0
11.78,Tokyo,Tablet,11,0
44.67,Tokyo,Desktop,15,0
13.64,Dubai,Tablet,1,0
12.39,Sydney,Desktop,10,0
62.07,Paris,Tablet,23,1
118.42,London,Tablet,3,0
194.06,Tokyo,Tablet,13,0
31.05,New York,Desktop,6,0
58.41,Sydney,Tablet,23,0
113.96,Tokyo,Mobile,11,1
35.3,Tokyo,Mobile,15,0
3.54,Toronto,Unknown,12,0
419.05,Dubai,Tablet,17,1
69.97,Tokyo,Desktop,2,1
13.61,New York,Mobile,11,0
125.8,London,Tablet,10,0
54.6,New York,Tablet,17,0
24.81,Dubai,Desktop,9,0
29.54,Mumbai,Tablet,5,0
46.01,Toronto,Mobile,3,0
37.67,New York,Mobile,20,0
31.65,Mumbai,Desktop,23,0
43.41,Tokyo,Unknown,5,0
26.34,Dubai,Unknown,12,0
9.05,New York,Desktop,3,0
